"Respondent","RLH","wtp1","price"
273,0.7027725096,2.469104616,-0.5169828853
274,0.3556247917,2.417375565,-0.3917247348
275,0.4012979717,2.303401273,-0.4398472664
276,0.3869593219,2.759479578,-0.3866270927
277,0.7043602489,2.461717627,-0.5463322182
278,0.590104645,2.674484263,-0.5041780684
279,0.700083965,2.59939395,-0.5451650503
280,0.5500827692,2.207843792,-0.4876211231
281,0.6324881572,2.569109848,-0.5167878964
282,0.5581327056,2.432732589,-0.4824061745
283,0.6311930735,2.604910713,-0.4826873015
284,0.5704063009,2.548340733,-0.4854630508
285,0.6876234525,2.594336842,-0.5080769141
286,0.5691199663,2.488762835,-0.4858467246
287,0.5825976442,2.432893813,-0.5279834764
288,0.4372964825,2.47679536,-0.4478960726
289,0.3205406106,2.466946369,-0.3959320605
290,0.5461043539,2.477467019,-0.48545499
291,0.5752552336,2.622647723,-0.4994649699
292,0.3893652274,2.225294023,-0.4341489984
293,0.5025981579,2.57345334,-0.4641524751
294,0.5516807061,2.334279368,-0.5089736024
295,0.5875692814,2.521563583,-0.5167833788
296,0.4776564779,2.287671303,-0.4733764955
297,0.6092426169,2.405582758,-0.5093576093
298,0.4045146195,2.962588234,-0.3975954928
299,0.4778734858,2.522069076,-0.4773438398
300,0.7026680444,2.564901805,-0.4989970657
301,0.5089538426,2.461194091,-0.4794764244
302,0.4191934111,2.368240705,-0.4547513714
303,0.4875452048,2.197182641,-0.4947544972
304,0.7453031131,2.491300214,-0.5229296705
305,0.5235623145,2.330983555,-0.4966092313
306,0.6125060709,2.416286893,-0.5169267666
307,0.5363156999,2.229952732,-0.5318748633
308,0.5573672424,2.542129939,-0.483280387
309,0.4171503645,2.877269737,-0.4029759298
310,0.7022601731,2.387215681,-0.5339831374
311,0.7756450054,2.61044828,-0.5455630543
312,0.5798800318,2.354608114,-0.4985253442
313,0.3191952669,2.625467225,-0.3927824782
314,0.7454300771,2.45126058,-0.5507739061
315,0.5304047956,2.648982044,-0.4861438304
316,0.6270147537,2.371739023,-0.5292261618
317,0.8380216083,2.686988563,-0.534790854
318,0.5669403396,2.528609899,-0.4765731503
319,0.5323395942,2.173544213,-0.5141024174
320,0.7201690375,2.496265748,-0.526635019
321,0.5338095215,2.530704003,-0.4939496743
322,0.4528083068,2.659508901,-0.4495522508
323,0.4657869036,2.314136119,-0.4446914137
324,0.6584736992,2.381976342,-0.539692508
325,0.5738653301,2.519032222,-0.4888060655
326,0.3542627254,2.593914379,-0.3958812778
327,0.7532588392,2.534806008,-0.5364526131
328,0.6971727139,2.608548269,-0.5172393805
329,0.8311231152,2.54310433,-0.5390270363
330,0.3995065157,2.207884036,-0.446198902
331,0.4985783243,2.507946645,-0.4553008379
332,0.6347333407,2.571268928,-0.5412675238
333,0.7119246786,2.422801489,-0.5398285846
334,0.4242303621,2.24820799,-0.4312079619
335,0.6166527457,2.663855132,-0.5111289793
336,0.525667146,2.670781617,-0.4627471792
337,0.8487217373,2.683231529,-0.5263363332
338,0.762736779,2.393807819,-0.5334371869
339,0.5751884014,2.501339861,-0.4956857185
340,0.6527741244,2.69070897,-0.522152474
341,0.5548560198,2.429356729,-0.493994842
342,0.7716630101,2.580344032,-0.5334656973
343,0.5536943246,2.404540509,-0.4899434636
344,0.5357235932,2.58086355,-0.4830599895
345,0.5184546786,2.349870687,-0.4509425925
346,0.5563615872,2.537761578,-0.4827309356
347,0.5915342033,2.699397903,-0.4887349748
348,0.8591666721,2.570844265,-0.5399201473
349,0.8258134352,2.648557134,-0.5446349263
350,0.5853599895,2.622863146,-0.464607742
351,0.6005137664,2.276855985,-0.5247337292
352,0.5367803923,2.529267278,-0.4957548785
353,0.5262800691,2.659659984,-0.4553010955
354,0.4400291393,2.376549156,-0.4559466409
355,0.7437370635,2.621019426,-0.5267302377
356,0.6530618241,2.570743237,-0.4927843899
357,0.7846102247,2.553601982,-0.5464654804
358,0.8015435735,2.526270285,-0.5458800078
359,0.7348980421,2.690002499,-0.5286965149
360,0.708961761,2.501625878,-0.550511384
361,0.7116792312,2.333261644,-0.5356934252
362,0.622377229,2.875621379,-0.4976831445
363,0.4986452389,2.354938405,-0.4738738291
364,0.4597124218,2.573706957,-0.4543542428
365,0.4760625785,2.410195382,-0.4817895768
366,0.5760349781,2.718597843,-0.5047519543
367,0.4611861571,2.579110164,-0.4379238698
368,0.4197586728,2.626778452,-0.4187049173
369,0.4028480597,2.838214639,-0.3953743141
370,0.3844230736,2.272444609,-0.4194949236
371,0.619387238,2.347596704,-0.5250097982
372,0.4708645001,2.609892319,-0.4681154223
373,0.485694407,2.443533047,-0.4658102525
374,0.6897276513,2.44571012,-0.539954704
375,0.5830716456,2.58833446,-0.481866464
376,0.6913827952,2.551540107,-0.5029374164
377,0.4282326592,2.430692251,-0.4306316567
378,0.7266273357,2.553265512,-0.5321578641
379,0.6636819048,2.534883533,-0.5463046691
380,0.5179937188,2.600611296,-0.4493208914
381,0.6938984826,2.316299441,-0.5605141797
382,0.5141875656,2.277760812,-0.4901665396
383,0.4580859004,2.405218853,-0.4512272008
384,0.6990086124,2.536834589,-0.515958361
385,0.6247745322,2.332257732,-0.5135030781
386,0.5583497328,2.619535869,-0.4886854071
387,0.7505093681,2.610394933,-0.5416488676
388,0.6114091888,2.296663875,-0.5366762838
389,0.5104404762,2.437906579,-0.4846969478
390,0.5317438144,2.699532493,-0.4677041377
391,0.781851042,2.684012272,-0.5219922277
392,0.5372239177,2.535663739,-0.4882876546
393,0.4551346877,2.693403796,-0.4051516084
394,0.6821383115,2.503596937,-0.5400599288
395,0.6685244841,2.55164756,-0.5095299663
396,0.5529908109,2.597803049,-0.4751297769
397,0.4373905945,2.399822004,-0.4547076352
398,0.7487311232,2.498878372,-0.5513388186
399,0.5923024126,2.533516633,-0.4999741046
400,0.3922935553,2.221561944,-0.4332984848
401,0.4297826864,2.341611298,-0.4675678085
402,0.6034014055,2.593085938,-0.5039280781
403,0.5691896472,2.662866877,-0.4819993073
404,0.5156850905,2.299052828,-0.4958803138
405,0.8809880717,2.549716188,-0.5331857705
406,0.4835431485,2.541111485,-0.4630735802
407,0.5687124828,2.670439485,-0.4852187541
408,0.7269834464,2.554617132,-0.5313279792
409,0.5134381905,2.353268484,-0.491509749
410,0.4248180931,2.731667334,-0.4334595721
411,0.4895172534,2.534129868,-0.447943795
412,0.482556074,2.515083506,-0.4277686779
413,0.673380118,2.368579093,-0.5250172868
414,0.4395108842,2.404279384,-0.425789419
415,0.5360295865,2.674946643,-0.4827097661
416,0.5843851184,2.311181633,-0.4938834917
417,0.6028003997,2.675922322,-0.4954864158
418,0.6108048401,2.471341841,-0.5167475729
419,0.3827634402,2.395480415,-0.4327639546
420,0.7626235394,2.578223306,-0.5358110248
421,0.6873367869,2.597104131,-0.5210676728
422,0.6813074593,2.521901585,-0.5282938032
423,0.5698031551,2.523886508,-0.4971106721
424,0.4621852664,2.53363319,-0.4489227654
425,0.4540684144,2.695996796,-0.4419439397
426,0.4199827467,2.362685153,-0.4566124702
427,0.3787552254,2.514172609,-0.3786210662
428,0.3575188799,2.30415974,-0.4018611547
429,0.4823670971,2.583081929,-0.4342662222
430,0.7180701991,2.646688877,-0.5254488994
431,0.7414121748,2.640597639,-0.5245854047
432,0.5269391216,2.451850751,-0.4745611911
433,0.690681859,2.636295986,-0.5296057282
434,0.73611535,2.294947946,-0.5370916434
435,0.4934247319,2.391303796,-0.4742284021
436,0.5531446784,2.690921241,-0.4802829849
437,0.4710882454,2.191784408,-0.4775568154
438,0.4689954466,2.530449997,-0.443346779
439,0.8029953361,2.714856652,-0.5403304865
440,0.568838548,2.598927625,-0.5085153775
441,0.7487314448,2.505515461,-0.5503569814
442,0.4480444448,2.404812574,-0.4558094432
443,0.6292257945,2.697210603,-0.5155495505
444,0.4070086017,2.373338495,-0.4223964875
445,0.452579348,2.398206928,-0.4510933231
446,0.7495765388,2.39353933,-0.5422466124
447,0.6166773127,2.668224349,-0.5286225089
448,0.593766154,2.489195219,-0.4880995655
449,0.684435029,2.395123433,-0.5053837203
450,0.6752687804,2.459561685,-0.5423912729
451,0.6376109573,2.516226198,-0.5113041388
452,0.7519098341,2.512921881,-0.5459157572
453,0.5996264565,2.50343941,-0.4973851164
454,0.4122005961,2.469076721,-0.4313680696
455,0.6330708449,2.477642729,-0.5263302032
456,0.4796317559,2.451444926,-0.4562226804
457,0.806121542,2.480695344,-0.546188168
458,0.4999697859,2.388150673,-0.4807233454
459,0.6937012084,2.359426216,-0.5173580935
460,0.590935502,2.634305234,-0.4986203853
461,0.8215595308,2.59724927,-0.5400855248
462,0.6599965391,2.315123891,-0.5183380227
463,0.4861213253,2.49036443,-0.4537664394
464,0.6466197884,2.565193387,-0.5058316431
465,0.6854825611,2.407942781,-0.5316377915
466,0.591688651,2.643762586,-0.5078320741
467,0.4663505405,2.51114837,-0.4431948447
468,0.7813846912,2.682929439,-0.5365493574
469,0.4091164567,2.361595638,-0.4271863272
470,0.5157536986,2.432441105,-0.4643390681
471,0.6668598183,2.6951474,-0.5313237503
472,0.5010794865,2.162544549,-0.4793954345
473,0.5206993024,2.800447106,-0.4651599279
474,0.7476020283,2.573463675,-0.5447312249
475,0.7046808964,2.545179257,-0.5318970278
476,0.5093587497,2.108501259,-0.5078768407
477,0.6035667717,2.708568504,-0.4950076719
478,0.7779231341,2.499984373,-0.5508636145
479,0.5490508617,2.349484764,-0.5237207866
480,0.6773563067,2.467313457,-0.5353464038
481,0.6356054974,2.716880423,-0.5204228454
482,0.7626862566,2.693741719,-0.5174473991
483,0.910220396,2.614780393,-0.5263455047
484,0.3467527619,2.587792614,-0.4029899639
485,0.3106185711,2.464043299,-0.383576343
486,0.6327972992,2.51405211,-0.5194207641
487,0.7153468051,2.484573204,-0.5574408515
488,0.7490751897,2.541404219,-0.5266275248
489,0.6942008409,2.344856305,-0.5451857213
490,0.5131215851,2.43940619,-0.4740079891
491,0.6096547675,2.261873451,-0.4978274875
492,0.7663125538,2.575347995,-0.5504753305
493,0.4691593334,2.733676215,-0.446846446
494,0.7171462112,2.517889276,-0.5245831079
495,0.7297244032,2.671524547,-0.5250897884
496,0.6610606798,2.541476747,-0.5175841947
497,0.639419829,2.710123115,-0.5337772804
498,0.7266421619,2.614838725,-0.5237759116
499,0.5807617234,2.413498785,-0.5085969851
500,0.3897739684,2.743483952,-0.4080977505
501,0.5594037534,2.296558512,-0.505501512
502,0.8650488881,2.663416694,-0.5518277327
503,0.4825545985,2.577777457,-0.437048159
504,0.4816059264,2.511336204,-0.457021715
505,0.5580648085,2.579603863,-0.4993673883
506,0.3797150758,2.617367885,-0.4085054588
507,0.6608997947,2.463601413,-0.5397237711
508,0.5827419536,2.499375097,-0.5301438937
509,0.670330267,2.525220688,-0.5017876703
510,0.6644604541,2.641901814,-0.5367458809
511,0.5170453923,2.440329701,-0.439091153
512,0.4473720223,2.504555335,-0.4440409753
513,0.3963075508,2.442836229,-0.4082787326
514,0.7071686566,2.270274065,-0.5614991405
515,0.8114477902,2.574069392,-0.5384026806
516,0.6136698555,2.429770645,-0.4884174204
517,0.7379534753,2.594162809,-0.5410838856
518,0.7239176648,2.476662293,-0.5397281639
519,0.8194277463,2.547226487,-0.5552535608
520,0.5079641572,2.526302099,-0.4567547549
521,0.4838758168,2.286255019,-0.4728608262
522,0.7805032927,2.361660049,-0.553693806
523,0.5513962951,2.483009235,-0.4850968899
524,0.5801883917,2.698688238,-0.4741420288
525,0.5449475366,2.396146649,-0.4916695211
526,0.7742989788,2.535583521,-0.5465130296
527,0.8109604394,2.606495765,-0.5450368749
528,0.6451957688,2.478878038,-0.5252339409
529,0.7148564634,2.581661839,-0.5473233046
530,0.4890878124,2.785528874,-0.4577310064
531,0.4103907022,2.593078264,-0.4097700159
532,0.5108439801,2.772528835,-0.4889684478
533,0.5870304432,2.201983063,-0.5317891672
534,0.4695664057,2.736968215,-0.448088915
535,0.5093365561,2.604205721,-0.4702219559
536,0.5926504127,2.610563661,-0.5102762898
537,0.5767721335,2.778556858,-0.4565029724
538,0.7368829636,2.649330883,-0.5510288787
539,0.3618204932,2.242276244,-0.4265565227
540,0.783913394,2.433397157,-0.5535954471
541,0.5669004171,2.668720654,-0.5039754654
542,0.6645878724,2.710188626,-0.5179597957
543,0.4475227485,2.4598406,-0.4466982539
544,0.6382137583,2.65195916,-0.5136661821
545,0.6835167967,2.488220797,-0.5255959315
546,0.4563643999,2.468226287,-0.4625047868
547,0.5192323447,2.735670042,-0.4645135425
548,0.6934257584,2.386937508,-0.5363229066
549,0.477675402,2.457887454,-0.4587491065
550,0.6122925843,2.307484227,-0.517743954
551,0.4580772165,2.698512083,-0.4560774539
552,0.7657334197,2.600086396,-0.5281528786
553,0.5171917522,2.580104529,-0.4607723729
554,0.529972238,2.748076825,-0.4866666474
555,0.7311905857,2.55495503,-0.5417777293
556,0.7700489194,2.47057436,-0.5637327637
557,0.81851708,2.538827828,-0.5429004839
558,0.583567872,2.612029056,-0.5025107346
559,0.5607271017,2.30529918,-0.5093535293
560,0.6771909977,2.64820546,-0.5137516119
561,0.4554371541,2.433300001,-0.4522246236
562,0.7432281933,2.368097442,-0.5333051695
563,0.4938919261,2.741061436,-0.4673925276
564,0.4535221611,2.593368059,-0.4335202997
565,0.8533095127,2.684594056,-0.5252181554
566,0.422119935,2.450623647,-0.466313097
567,0.4274481107,2.446034553,-0.4571437651
568,0.5665441003,2.426739881,-0.5026291549
569,0.4072452202,2.536832729,-0.4367530967
570,0.5128818631,2.627815938,-0.4501127996
571,0.6438663454,2.336990597,-0.5108255269
572,0.5451179371,2.399542168,-0.4978657193
573,0.493452026,2.517758599,-0.4701759572
574,0.5854375739,2.557937087,-0.5022405705
575,0.489357463,2.466702019,-0.4546407173
576,0.4620860372,2.187772383,-0.4738123058
577,0.5159790681,2.629165304,-0.4437471417
578,0.4595481544,2.463471891,-0.4347400557
579,0.8193662938,2.619228722,-0.5431287884
580,0.8486814644,2.540366331,-0.5435741643
581,0.6554518438,2.445976525,-0.4984406959
582,0.5153826905,2.482189664,-0.4873700618
583,0.7531059929,2.633402732,-0.5418777729
584,0.8106088325,2.565431067,-0.546238014
585,0.5910566381,2.755274649,-0.4705104293
586,0.4027128731,2.334634546,-0.4435075898
587,0.7570158215,2.531343416,-0.5363021934
588,0.6780700284,2.592966634,-0.5239112593
589,0.8138136384,2.457177167,-0.5522469819
590,0.4941315703,2.688802923,-0.4716319988
591,0.426312355,2.592939821,-0.4446439234
592,0.8238166911,2.553392264,-0.5326941884
593,0.4289295596,2.578337691,-0.433377309
594,0.6318853102,2.644461832,-0.4814491429
595,0.7852673375,2.55572774,-0.5431111133
596,0.5973029621,2.377279116,-0.50806479
597,0.6008310648,2.386840826,-0.5131194458
598,0.6486491407,2.552160822,-0.5267951476
599,0.5545204724,2.549661981,-0.4843260771
600,0.6496702444,2.336102732,-0.5417335093
601,0.8536250915,2.558551217,-0.5408144414
602,0.5414396604,2.710883908,-0.4472122887
603,0.6041665847,2.554638021,-0.5145066912
604,0.8209074388,2.587604111,-0.5490100603
605,0.341611057,2.50790198,-0.406690791
606,0.6256948612,2.72839003,-0.5014989812
607,0.5115654059,2.414974353,-0.4832148148
608,0.5321120694,2.290619944,-0.4912425798
609,0.7708149848,2.421593064,-0.5562668482
610,0.5725891663,2.373280483,-0.528614096
611,0.5277932109,2.519302231,-0.5008629122
612,0.3923510165,2.16877723,-0.4364878165
