"Respondent","wtp1","price"
178,2.583113212,-0.7020649881
179,2.404755344,-0.8467779626
180,2.454184276,-0.6764081113
181,2.756410314,-0.7141452153
182,2.631229919,-0.9219748553
183,2.30643988,-0.7228194439
184,2.531083318,-0.7415132864
185,2.343918735,-0.7591944964
186,2.296387857,-0.735455364
187,2.547747598,-0.6720136513
188,2.430905738,-0.8019970715
189,2.49244989,-1.003287213
190,2.471658157,-0.7515797326
191,2.628578099,-0.6823381061
192,2.450078721,-0.7124225542
193,2.323690835,-0.6771172012
194,2.49037048,-0.6526400781
195,2.441732422,-0.6752287325
196,2.50308175,-0.6766232948
197,2.464668153,-0.9404750204
198,2.475262349,-0.7415022896
199,2.593681497,-0.6654113628
200,2.685101529,-0.6598511727
201,2.41155215,-0.7061090148
202,2.661939703,-0.685679601
203,2.571492911,-0.8092813732
204,2.282828475,-0.8183956203
205,2.548693894,-0.7168066869
206,2.466931747,-0.7346544918
207,2.557916754,-0.7936949905
208,2.132334776,-0.8246221724
209,2.246722819,-0.8131285387
210,2.784329775,-0.8273930783
211,2.455020615,-0.6889357806
212,2.609746107,-0.6919911111
213,2.387333956,-0.7584332916
214,2.437896006,-0.8716050803
215,2.375359517,-0.7650936865
216,2.642190668,-0.7841256901
217,2.532646138,-0.665130966
218,2.597145636,-0.8701873186
219,2.484331863,-0.6809757034
220,2.447544249,-1.028056902
221,2.47599368,-0.6571796749
222,2.522765142,-0.853906743
223,2.768817381,-0.7235523829
224,2.379898178,-0.7029876095
225,2.469771678,-0.6965272372
226,2.750216322,-0.6966596314
227,2.66438971,-0.8357329805
228,2.498849881,-0.6900802382
229,2.57036869,-0.657850302
230,2.506651033,-0.6706189688
231,2.307648191,-0.7846161029
232,2.388054564,-0.8206286166
233,2.585019616,-0.7385439437
234,2.487606123,-0.6476042698
235,2.39136611,-0.7971997272
236,2.436347332,-0.9359122631
237,2.693977159,-0.8784531212
238,2.476252596,-0.6655541674
239,2.31388044,-0.7529315328
240,2.350104123,-0.66458636
241,2.203211116,-0.6757142528
242,2.466196352,-0.6830652497
243,2.618903829,-0.7468813217
244,2.516205752,-0.9066581492
245,2.744067301,-0.7257838643
246,2.644519484,-0.7002453987
247,2.490477472,-0.8875374105
248,2.65129855,-0.8499968634
249,2.292985923,-0.785695678
250,2.604957411,-0.6605554811
251,2.238705114,-0.8237602468
252,2.476408805,-0.6453433925
253,2.409903529,-0.7587527483
254,2.558448693,-0.6945925082
255,2.478121835,-0.6623090702
256,2.579079806,-0.799202133
257,2.59072464,-0.6823622278
258,2.553940159,-0.6614064132
259,2.331341179,-0.7051851326
260,2.461887087,-0.6864060405
261,2.64074319,-0.7097549645
262,2.607423427,-0.7758271581
263,2.498576987,-0.675444877
264,2.418236476,-0.7635276144
265,2.490618404,-0.8874821154
266,2.530405851,-0.6674325337
267,2.47435338,-0.8325186071
268,2.78784028,-0.7580640521
269,2.593226499,-0.6952605742
270,2.686234184,-0.7968550093
271,2.531209867,-0.7074357391
272,2.686324195,-0.8236027479
273,2.469104616,-0.7142111282
274,2.417375565,-0.9879444488
275,2.303401273,-0.8721883151
276,2.759479578,-0.9939828256
277,2.461717627,-0.6620690102
278,2.674484263,-0.7511140713
279,2.59939395,-0.6646340728
280,2.207843792,-0.7722545517
281,2.569109848,-0.7218191216
282,2.432732589,-0.7782821635
283,2.604910713,-0.7774806344
284,2.548340733,-0.776773941
285,2.594336842,-0.7295419801
286,2.488762835,-0.7788607442
287,2.432893813,-0.6931183699
288,2.47679536,-0.8519433148
289,2.466946369,-0.9731539258
290,2.477467019,-0.7802217124
291,2.622647723,-0.7448222186
292,2.225294023,-0.8883231546
293,2.57345334,-0.8183693983
294,2.334279368,-0.7357652548
295,2.521563583,-0.7186227852
296,2.287671303,-0.8011715613
297,2.405582758,-0.7262012987
298,2.962588234,-0.9652468522
299,2.522069076,-0.7967738436
300,2.564901805,-0.7486071997
301,2.461194091,-0.7929414579
302,2.368240705,-0.8407262837
303,2.197182641,-0.7665461431
304,2.491300214,-0.710795075
305,2.330983555,-0.7547994364
306,2.416286893,-0.719540086
307,2.229952732,-0.6919864635
308,2.542129939,-0.7810037723
309,2.877269737,-0.9542247986
310,2.387215681,-0.6846814141
311,2.61044828,-0.6634304737
312,2.354608114,-0.7495675299
313,2.625467225,-0.9822355403
314,2.45126058,-0.6548984618
315,2.648982044,-0.7740750537
316,2.371739023,-0.6958719319
317,2.686988563,-0.6796452056
318,2.528609899,-0.7903004703
319,2.173544213,-0.7249009958
320,2.496265748,-0.7015942364
321,2.530704003,-0.7608370804
322,2.659508901,-0.853861572
323,2.314136119,-0.8651001908
324,2.381976342,-0.6678339765
325,2.519032222,-0.765459734
326,2.593914379,-0.9727504236
327,2.534806008,-0.682239678
328,2.608548269,-0.71570593
329,2.54310433,-0.6716262456
330,2.207884036,-0.8635834386
331,2.507946645,-0.8401970312
332,2.571268928,-0.6762826171
333,2.422801489,-0.6714221945
334,2.24820799,-0.8954477568
335,2.663855132,-0.7252977032
336,2.670781617,-0.8216273378
337,2.683231529,-0.6952562081
338,2.393807819,-0.6924330342
339,2.501339861,-0.7598804598
340,2.69070897,-0.7166393093
341,2.429356729,-0.7616089459
342,2.580344032,-0.685406464
343,2.404540509,-0.7669019024
344,2.58086355,-0.781878105
345,2.349870687,-0.850339167
346,2.537761578,-0.7865280209
347,2.699397903,-0.7763590781
348,2.570844265,-0.6699214819
349,2.648557134,-0.6696505023
350,2.622863146,-0.8175929218
351,2.276855985,-0.7049845694
352,2.529267278,-0.7531903895
353,2.659659984,-0.8355083634
354,2.376549156,-0.8392987327
355,2.621019426,-0.6889959085
356,2.570743237,-0.7606740747
357,2.553601982,-0.6636157582
358,2.526270285,-0.6599881619
359,2.690002499,-0.6938699713
360,2.501625878,-0.6560258893
361,2.333261644,-0.6836209887
362,2.875621379,-0.7527424203
363,2.354938405,-0.8009793972
364,2.573706957,-0.8451944123
365,2.410195382,-0.7867268205
366,2.718597843,-0.7448538678
367,2.579110164,-0.8733121758
368,2.626778452,-0.9164855161
369,2.838214639,-0.9741591627
370,2.272444609,-0.9211897666
371,2.347596704,-0.7023145951
372,2.609892319,-0.8115985784
373,2.443533047,-0.8164740915
374,2.44571012,-0.674657415
375,2.58833446,-0.7832271499
376,2.551540107,-0.7406117099
377,2.430692251,-0.896247677
378,2.553265512,-0.689634118
379,2.534883533,-0.6638194785
380,2.600611296,-0.852291514
381,2.316299441,-0.6376388856
382,2.277760812,-0.7695105943
383,2.405218853,-0.8426965202
384,2.536834589,-0.716265028
385,2.332257732,-0.7186684454
386,2.619535869,-0.7753468443
387,2.610394933,-0.6746401415
388,2.296663875,-0.6839068263
389,2.437906579,-0.7801531759
390,2.699532493,-0.8137351072
391,2.684012272,-0.7069355055
392,2.535663739,-0.7703472514
393,2.693403796,-0.9562003577
394,2.503596937,-0.6757030903
395,2.55164756,-0.731447894
396,2.597803049,-0.8003144769
397,2.399822004,-0.837889995
398,2.498878372,-0.6560572597
399,2.533516633,-0.7478246527
400,2.221561944,-0.8896484279
401,2.341611298,-0.8181961834
402,2.593085938,-0.7399566795
403,2.662866877,-0.7818964423
404,2.299052828,-0.7614211609
405,2.549716188,-0.682175336
406,2.541111485,-0.8242360883
407,2.670439485,-0.7843764074
408,2.554617132,-0.6883231678
409,2.353268484,-0.7646637881
410,2.731667334,-0.8859594553
411,2.534129868,-0.8549386581
412,2.515083506,-0.8951892498
413,2.368579093,-0.7010742934
414,2.404279384,-0.9050673686
415,2.674946643,-0.7896539585
416,2.311181633,-0.7571880941
417,2.675922322,-0.7590088279
418,2.471341841,-0.7151509455
419,2.395480415,-0.8909105893
420,2.578223306,-0.6808306747
421,2.597104131,-0.7088021835
422,2.521901585,-0.6991296571
423,2.523886508,-0.7546398229
424,2.53363319,-0.8519443825
425,2.695996796,-0.8673629975
426,2.362685153,-0.8382960494
427,2.514172609,-1.013369484
428,2.30415974,-0.9606676559
429,2.583081929,-0.8812562482
430,2.646688877,-0.6989471983
431,2.640597639,-0.7020392806
432,2.451850751,-0.7972900433
433,2.636295986,-0.6954336929
434,2.294947946,-0.6799154992
435,2.391303796,-0.8009393944
436,2.690921241,-0.7844773449
437,2.191784408,-0.8018654619
438,2.530449997,-0.8672514522
439,2.714856652,-0.6712198484
440,2.598927625,-0.738755233
441,2.505515461,-0.6586966097
442,2.404812574,-0.8343923828
443,2.697210603,-0.7151727339
444,2.373338495,-0.9099968957
445,2.398206928,-0.8482899418
446,2.39353933,-0.6683509552
447,2.668224349,-0.7018429507
448,2.489195219,-0.7705162762
449,2.395123433,-0.7373991929
450,2.459561685,-0.6771841149
451,2.516226198,-0.727793753
452,2.512921881,-0.6643884769
453,2.50343941,-0.7560985119
454,2.469076721,-0.8929065981
455,2.477642729,-0.6958513204
456,2.451444926,-0.8348668311
457,2.480695344,-0.6636260253
458,2.388150673,-0.7896803676
459,2.359426216,-0.7191043356
460,2.634305234,-0.7451185566
461,2.59724927,-0.6679115482
462,2.315123891,-0.713977291
463,2.49036443,-0.8412323508
464,2.565193387,-0.7364306964
465,2.407942781,-0.6937448292
466,2.643762586,-0.7328245904
467,2.51114837,-0.8606006418
468,2.682929439,-0.6800148129
469,2.361595638,-0.9043528303
470,2.432441105,-0.8155018339
471,2.6951474,-0.6947134715
472,2.162544549,-0.7912528003
473,2.800447106,-0.8184366487
474,2.573463675,-0.6649489099
475,2.545179257,-0.6931359205
476,2.108501259,-0.743996001
477,2.708568504,-0.7602347002
478,2.499984373,-0.6508924603
479,2.349484764,-0.7072191996
480,2.467313457,-0.6847986167
481,2.716880423,-0.7114964408
482,2.693741719,-0.7202931076
483,2.614780393,-0.6962331048
484,2.587792614,-0.9566203496
485,2.464043299,-1.002809025
486,2.51405211,-0.7153892652
487,2.484573204,-0.6547709888
488,2.541404219,-0.6969768166
489,2.344856305,-0.6678342269
490,2.43940619,-0.798960127
491,2.261873451,-0.753545093
492,2.575347995,-0.6500058768
493,2.733676215,-0.8537295298
494,2.517889276,-0.7064429657
495,2.671524547,-0.7052672947
496,2.541476747,-0.7166194168
497,2.710123115,-0.6881260618
498,2.614838725,-0.7045026328
499,2.413498785,-0.7366641905
500,2.743483952,-0.9432410335
501,2.296558512,-0.7393874262
502,2.663416694,-0.656738999
503,2.577777457,-0.8783067044
504,2.511336204,-0.8294116119
505,2.579603863,-0.7532314969
506,2.617367885,-0.939209266
507,2.463601413,-0.6772751143
508,2.499375097,-0.6940612455
509,2.525220688,-0.7423210613
510,2.641901814,-0.6803973832
511,2.440329701,-0.8768971573
512,2.504555335,-0.8615178712
513,2.442836229,-0.9427618494
514,2.270274065,-0.6394052919
515,2.574069392,-0.67750845
516,2.429770645,-0.7705790148
517,2.594162809,-0.672187874
518,2.476662293,-0.6713583329
519,2.547226487,-0.6501877701
520,2.526302099,-0.8360231722
521,2.286255019,-0.8026303217
522,2.361660049,-0.6500748035
523,2.483009235,-0.7735062769
524,2.698688238,-0.801774969
525,2.396146649,-0.7655494293
526,2.535583521,-0.6600802754
527,2.606495765,-0.6667190819
528,2.478878038,-0.7015499169
529,2.581661839,-0.6624933556
530,2.785528874,-0.8387159996
531,2.593078264,-0.9370396895
532,2.772528835,-0.773729741
533,2.201983063,-0.6971763502
534,2.736968215,-0.8548493619
535,2.604205721,-0.8046310699
536,2.610563661,-0.729201072
537,2.778556858,-0.8362033848
538,2.649330883,-0.6592359671
539,2.242276244,-0.9072778034
540,2.433397157,-0.6535119133
541,2.668720654,-0.7379510538
542,2.710188626,-0.711409609
543,2.4598406,-0.8562503737
544,2.65195916,-0.721944555
545,2.488220797,-0.701957115
546,2.468226287,-0.8218176247
547,2.735670042,-0.8172101315
548,2.386937508,-0.6850025892
549,2.457887454,-0.8287712949
550,2.307484227,-0.7145768732
551,2.698512083,-0.8365139554
552,2.600086396,-0.6911084612
553,2.580104529,-0.8257267304
554,2.748076825,-0.7757908912
555,2.55495503,-0.6736808181
556,2.47057436,-0.6263234162
557,2.538827828,-0.6707568489
558,2.612029056,-0.7509418945
559,2.30529918,-0.7365226453
560,2.64820546,-0.7152848679
561,2.433300001,-0.8442891889
562,2.368097442,-0.6855259296
563,2.741061436,-0.8158285443
564,2.593368059,-0.8864440308
565,2.684594056,-0.7007751671
566,2.450623647,-0.8243401942
567,2.446034553,-0.8404720467
568,2.426739881,-0.7418451048
569,2.536832729,-0.87931069
570,2.627815938,-0.850623282
571,2.336990597,-0.7287139051
572,2.399542168,-0.7535480275
573,2.517758599,-0.81012267
574,2.557937087,-0.7463405121
575,2.466702019,-0.837940667
576,2.187772383,-0.8050360223
577,2.629165304,-0.8623164382
578,2.463471891,-0.88540356
579,2.619228722,-0.6668972511
580,2.540366331,-0.6686708527
581,2.445976525,-0.7500151818
582,2.482189664,-0.7721383143
583,2.633402732,-0.6730059607
584,2.565431067,-0.6633054818
585,2.755274649,-0.8077216453
586,2.334634546,-0.8658202508
587,2.531343416,-0.6829262506
588,2.592966634,-0.7047153669
589,2.457177167,-0.6495543553
590,2.688802923,-0.8067962297
591,2.592939821,-0.8597863812
592,2.553392264,-0.6875004352
593,2.578337691,-0.8857971069
594,2.644461832,-0.7843165357
595,2.55572774,-0.6635084767
596,2.377279116,-0.7359688999
597,2.386840826,-0.723828894
598,2.552160822,-0.7066750059
599,2.549661981,-0.7842738924
600,2.336102732,-0.6707002157
601,2.558551217,-0.6658000668
602,2.710883908,-0.8555115649
603,2.554638021,-0.7204563761
604,2.587604111,-0.6606538992
605,2.50790198,-0.944141829
606,2.72839003,-0.7434911862
607,2.414974353,-0.7809686034
608,2.290619944,-0.764022419
609,2.421593064,-0.6405731079
610,2.373280483,-0.6940593074
611,2.519302231,-0.7482916477
612,2.16877723,-0.8814147613
613,2.507470996,-0.8662259017
614,2.740350456,-0.7034122305
615,2.147096493,-0.7604621087
616,2.6750544,-0.662210277
617,2.372505775,-0.8495372903
618,2.407657129,-0.9201435978
619,2.348023097,-0.8271176399
620,2.700448071,-0.6926187598
621,2.292635879,-0.7709123323
622,2.606312049,-0.7336313155
623,2.328979086,-0.6708561181
624,2.63797553,-0.8467854929
625,2.762714207,-0.7333958646
626,2.565491262,-0.755502698
627,2.217614421,-0.7622910075
628,2.527874451,-0.9014941684
629,2.593040123,-0.7571190317
630,2.568755384,-0.7901799241
631,2.539045303,-0.7413328163
632,2.385754729,-0.8169847798
633,2.529530673,-0.8245612644
634,2.496046735,-0.6958221807
635,2.529602929,-0.6757462268
636,2.569010151,-0.7424503307
637,2.541556095,-0.7008519319
638,2.383460173,-0.6515764836
639,2.523943693,-0.8789526873
640,2.726976828,-0.7160737628
641,2.676439233,-0.8173188807
642,2.463665891,-0.7656401977
643,2.551275227,-0.6539151508
644,2.461061455,-0.953862123
645,2.61224665,-0.802800381
646,2.166374361,-0.8492581236
647,2.724696326,-0.7235175514
648,2.606281072,-0.6454314949
649,2.648839002,-0.748001357
650,2.634831761,-0.6886887498
651,2.638349259,-0.7836510203
652,2.62794967,-0.8732030265
653,2.395332221,-0.793440017
654,2.292702616,-0.6787197755
655,2.225060559,-0.6631149767
656,2.62574661,-0.7875394736
657,2.773287981,-0.9388725092
658,2.618586683,-0.7022582132
659,2.274536036,-0.6440263436
660,2.360334492,-0.7164082342
661,2.482553337,-0.8526288366
662,2.577602571,-0.7071720764
663,2.586764495,-0.8377335598
664,2.159544687,-0.8438459724
665,2.555638009,-0.6880283588
666,2.576407346,-0.6947390481
667,2.492614897,-0.7394549026
668,2.682651448,-0.8788947896
669,2.666521667,-0.7820252808
670,2.860579976,-0.7714691543
671,2.303759504,-0.6814557031
672,2.373821842,-1.027754189
673,2.416564302,-0.6969419091
674,2.556908762,-0.7079080781
675,2.486037988,-0.8503768404
676,2.470011589,-0.7884062952
677,2.519691174,-0.6783757791
678,2.457119668,-0.8490176622
679,2.840312861,-0.7594056926
680,2.617236681,-0.8060007884
681,2.585597098,-0.848049288
682,2.354436442,-0.7030296815
683,2.599119296,-0.8088542996
684,2.525874136,-0.7195654176
685,2.628039759,-0.8128017328
686,2.350643125,-0.8809113758
687,2.660590455,-0.7171652068
688,2.517604644,-0.6763451653
689,2.576722825,-0.9145876041
690,2.179412568,-0.7262932184
691,2.561471786,-0.6702429151
692,2.593665918,-0.6809559895
693,2.445156434,-0.8165819097
694,2.493495406,-0.7255675743
695,2.506298254,-0.7354617354
696,2.336015236,-0.7662851805
697,2.519077991,-0.745874152
698,2.514736507,-0.6752677219
699,2.318605278,-0.824863628
700,2.690843517,-0.7411504618
701,2.828819951,-0.7088721137
702,2.384479082,-0.7930803266
703,2.616587228,-0.9230719962
704,2.374403071,-0.6755330422
705,2.529111918,-0.8256483693
706,2.681263464,-0.7257975024
707,2.418185087,-0.8073642037
708,2.534098951,-0.7055727029
709,2.700914657,-0.682495373
710,2.585058707,-0.7214836345
711,2.54865335,-0.8238528778
712,2.34673455,-0.8314289065
713,2.340297386,-0.6810350491
714,2.710696123,-0.8585345709
715,2.352712731,-0.8452330326
716,2.369708924,-0.7155857686
717,2.239157962,-0.8309514504
718,2.546247413,-0.7323002595
719,2.495155234,-0.6832718796
720,2.609224676,-0.8066181645
721,2.27579323,-0.9307218194
722,2.309210547,-0.7283437579
723,2.301273284,-0.8091546955
724,2.653967127,-0.6951322291
725,2.470323448,-0.7139630574
726,2.085632305,-0.8372636342
727,2.515702851,-0.6822321851
728,2.482608775,-0.6113958056
729,2.536958245,-0.7199151007
730,2.565944479,-0.7677237659
731,2.553270574,-0.692013519
732,2.361150741,-1.034326331
733,2.434939374,-0.724548071
734,2.31373673,-0.8611940098
735,2.547205917,-0.6670948683
736,2.385526316,-0.7665173195
737,2.807859375,-0.9120449599
738,2.532719671,-0.7490714212
739,2.485062861,-0.7752904986
740,2.008935768,-0.9640487152
741,2.553673859,-0.8692024705
742,2.509251236,-0.7291800855
743,2.635609115,-0.942937547
744,2.427415695,-0.9256362767
745,2.642484397,-0.8939515111
746,2.694322393,-0.7979616081
747,2.631572459,-0.7973034266
748,2.641807881,-0.8539240921
749,2.479946535,-0.8768485741
750,2.541102019,-0.637093432
751,2.543909307,-0.7906089077
752,2.531277737,-0.7960198911
753,2.432078007,-0.7665964992
754,2.412227916,-0.753324787
755,2.49638162,-0.6954298892
756,2.489490301,-0.6854330571
757,2.37886038,-0.6898680905
758,2.524455988,-0.6444578449
759,2.590401253,-0.6858972359
760,2.569092807,-0.7496289933
761,2.57903724,-0.6937170772
762,2.576979475,-0.8190216247
763,2.534676167,-0.6990715376
764,2.489131738,-0.7027174022
765,2.461202474,-0.8623018587
766,2.677437092,-0.8234175824
767,2.3961057,-0.6327095723
768,2.636003066,-0.7839202737
769,2.684049987,-0.7866633138
770,2.691584179,-0.7108674013
771,2.381952149,-0.6449557289
772,2.663588333,-0.7763665139
773,2.599541889,-0.6730977259
774,2.554912607,-0.6576389459
775,2.476891107,-0.9449022533
776,2.299104378,-0.6973997862
777,2.498402125,-0.6528404124
778,2.692598739,-0.9115861451
779,2.52301487,-0.6851340547
780,2.629352817,-0.8108691789
781,2.660215713,-0.8951796324
782,2.510097031,-0.7062348435
783,2.752865276,-0.7099434366
784,2.219678931,-0.7455428686
785,2.670861683,-0.7434186503
786,2.468278936,-0.7452821585
787,2.253050653,-0.7654309405
788,2.426402789,-0.8713601055
789,2.500102354,-0.7372128268
790,2.841491348,-0.7389897206
791,2.500145386,-0.6870916976
792,2.737040704,-0.6926460452
793,2.428806229,-0.7558454265
794,2.497369778,-0.6655650379
795,2.533781701,-0.6547406297
796,2.587846083,-0.7104731724
797,2.578312806,-0.8684163028
798,2.452287823,-0.8722772528
799,2.415428456,-0.7481665589
800,2.630949231,-0.6999321291
801,2.163646551,-0.6517514176
802,2.607583705,-0.771041455
803,2.154978264,-0.7737610829
804,2.498630615,-0.7689188383
805,2.500520368,-0.7583027054
806,2.507722499,-0.7442201468
807,2.585024887,-0.7773011243
808,2.499400526,-0.6727064998
809,2.505786564,-0.6900439856
810,2.761005203,-0.7659235173
811,2.517781017,-0.7304976005
812,2.455316496,-0.8250916115
813,2.167160301,-0.8652553179
814,2.369201641,-0.8132853696
815,2.491059262,-0.6653242861
816,2.405542151,-0.7748607783
817,2.331649968,-0.7110452247
818,2.309707877,-0.7782235308
819,2.524229705,-0.6658050177
820,2.420388941,-0.7094610872
821,2.512258099,-0.6719709695
822,2.494004865,-0.7817880248
823,2.601615601,-0.8911524033
824,2.484859919,-0.7571858138
825,2.448566864,-0.7565588185
826,2.479570765,-0.7185087528
827,2.693997329,-0.7725723965
828,2.597516527,-0.6797610658
829,2.554739348,-0.8059545688
830,2.312805295,-0.8249177461
831,2.302229761,-0.8071965657
832,2.626873292,-0.7408412853
833,2.733959546,-0.7900669967
834,2.85934049,-0.8258102742
835,2.808485409,-0.9027151974
836,2.650368825,-0.9133044503
837,2.649056175,-0.6939775431
838,2.647359093,-0.7927351247
839,2.637439445,-0.9839589774
840,2.793895141,-0.8565916377
841,2.692421403,-0.8174854756
842,2.558220741,-0.7359261058
843,2.171215689,-0.6889318053
844,2.478181071,-0.6877992647
845,2.476194838,-0.9903178049
846,2.613787248,-0.6957642258
847,2.26652158,-0.672681646
848,2.651525273,-0.6751623499
849,2.609548392,-0.7629344839
850,2.306768264,-0.772971864
851,2.721271923,-0.9202977462
852,2.664269492,-1.00056198
853,2.676825373,-0.732291757
854,2.652386163,-0.7386678433
855,2.300683311,-0.7244843228
856,2.601612863,-0.7252677192
857,2.282523635,-0.9044218093
858,2.458510752,-0.7274137233
859,2.653655974,-0.6670540983
860,2.561570216,-0.8320994755
861,2.426122793,-0.8634326434
862,2.29204121,-0.8354936414
863,2.535732836,-0.6886447197
864,2.656206321,-0.7620074419
865,2.773720634,-0.7186265431
866,2.592458919,-0.6487798457
867,2.339436094,-0.7320102532
868,2.457881578,-0.8325824904
869,2.493525665,-0.9296034461
870,2.224249262,-0.805325378
871,2.530634629,-0.6738334652
872,2.452012096,-0.6834792559
873,2.662301982,-0.7457242978
874,2.598524994,-0.7654221623
875,2.362978024,-0.8068124801
876,2.65345414,-0.8484663187
877,2.35457347,-0.6816193832
878,2.545905196,-0.6587884646
879,2.394511802,-0.7794520629
