"iteration","BBrand_2_class1","BBrand_3_class1","Bfeature_class1","Bprice*scale_class1","Bnone_class1","BBrand_2_class2","BBrand_3_class2","Bfeature_class2","Bprice*scale_class2","Bnone_class2","delta2"
5026,2.192259019,-3.039699614,0.4103301592,0.3848093852,-0.96596172,0.0380683571,0.7161486852,0.0856878525,-1.177758493,3.386179434,1.178915612
5027,2.175788777,-3.003751041,0.3949731261,0.4114567202,-0.964532712,0.03036259582,0.7476124798,0.09627863911,-1.174887062,3.380269914,1.163749706
5028,2.153895468,-3.007805603,0.4175797386,0.42518015,-0.9661624461,0.02421152117,0.7399393052,0.116289583,-1.168059108,3.391556606,1.136348438
5029,2.15488195,-2.991061908,0.3994683119,0.4468734658,-0.9642062528,0.02701569043,0.7329642794,0.1367822307,-1.153466606,3.398516558,1.148655491
5030,2.135010744,-2.962848558,0.3765356156,0.4485808454,-0.9555632798,0.01729096101,0.7196793745,0.1711975286,-1.135232703,3.438084049,1.149584595
5031,2.16646138,-2.969321524,0.3897982802,0.4458969663,-0.9598525823,0.03681237274,0.6844057405,0.1987040792,-1.125151641,3.456392878,1.113704671
5032,2.189848735,-2.936940404,0.4117044375,0.4301454239,-0.9556495421,0.04159084542,0.6588158862,0.1864571136,-1.142467096,3.458045532,1.104954409
5033,2.189848735,-2.936940404,0.4117044375,0.4301454239,-0.9556495421,0.04159084542,0.6588158862,0.1864571136,-1.142467096,3.458045532,1.104954409
5034,2.182188015,-2.907238579,0.4269560446,0.4097990028,-0.9554374144,0.05137158715,0.6675121071,0.1791910343,-1.174068963,3.45096385,1.101008286
5035,2.182188015,-2.907238579,0.4269560446,0.4097990028,-0.9554374144,0.05137158715,0.6675121071,0.1791910343,-1.174068963,3.45096385,1.101008286
5036,2.163771304,-2.898697947,0.4370342984,0.4139340573,-0.9598938823,0.06334538415,0.6617113168,0.1854389241,-1.177934359,3.450759352,1.117453592
5037,2.167722016,-2.883452337,0.4679582455,0.3846172032,-0.9530317749,0.05889682617,0.658934125,0.2062277185,-1.181598115,3.470455793,1.111892789
5038,2.172979189,-2.861207991,0.4703049154,0.3719796139,-0.956469375,0.06965422653,0.6706337588,0.214558655,-1.166509106,3.481059702,1.115856664
5039,2.154033702,-2.862780332,0.4851621779,0.3579996772,-0.9470719091,0.04955067359,0.6345181293,0.2139635581,-1.179875252,3.483235778,1.110627868
5040,2.156871848,-2.850686313,0.4835965599,0.3608983043,-0.9352591946,0.07594024366,0.6308564076,0.2304752712,-1.208934585,3.46865671,1.111321416
5041,2.127396468,-2.857672814,0.4776358551,0.3770781046,-0.9443850662,0.06837332695,0.6449345321,0.2398499229,-1.2093073,3.453447808,1.1256706
5042,2.127396468,-2.857672814,0.4776358551,0.3770781046,-0.9443850662,0.06837332695,0.6449345321,0.2398499229,-1.2093073,3.453447808,1.1256706
5043,2.141885004,-2.867890921,0.4617562795,0.3679595973,-0.93665406,0.07902992693,0.6466842856,0.2314155953,-1.220226912,3.479405559,1.136954063
5044,2.141885004,-2.867890921,0.4617562795,0.3679595973,-0.93665406,0.07902992693,0.6466842856,0.2314155953,-1.220226912,3.479405559,1.136954063
5045,2.114251936,-2.882839123,0.4446671744,0.3583855508,-0.9198922857,0.09644609732,0.6552951659,0.1953838767,-1.234922932,3.46327565,1.113099805
5046,2.114251936,-2.882839123,0.4446671744,0.3583855508,-0.9198922857,0.09644609732,0.6552951659,0.1953838767,-1.234922932,3.46327565,1.113099805
5047,2.114251936,-2.882839123,0.4446671744,0.3583855508,-0.9198922857,0.09644609732,0.6552951659,0.1953838767,-1.234922932,3.46327565,1.113099805
5048,2.125438357,-2.882312886,0.4332991255,0.3351416596,-0.9259377049,0.0934757792,0.6282557396,0.1951934466,-1.260539969,3.45833891,1.144971019
5049,2.136521623,-2.883274029,0.4178813184,0.3280683699,-0.929535721,0.08864256938,0.6320527562,0.1865091534,-1.256487746,3.444885947,1.150981161
5050,2.154677253,-2.869452285,0.4181854812,0.2992438705,-0.9325922018,0.1005459123,0.6439040816,0.2094020632,-1.264184759,3.463224231,1.150401568
5051,2.150855629,-2.859103001,0.3957177113,0.2985471981,-0.932906012,0.09995665656,0.6597113898,0.2016000112,-1.246161709,3.464808194,1.16118292
5052,2.15241753,-2.857093391,0.3932211578,0.2819152582,-0.9262218478,0.1118997684,0.6749347801,0.2211612351,-1.256599613,3.455890242,1.167057457
5053,2.12252304,-2.834066118,0.3974346241,0.2801027406,-0.9322955785,0.1046280857,0.6619142735,0.2218254535,-1.260607028,3.475265979,1.17961948
5054,2.117822763,-2.830025968,0.3805112504,0.274762553,-0.9344708915,0.09806101723,0.6610859935,0.2083210818,-1.255791244,3.447680766,1.176475849
5055,2.101655313,-2.841046223,0.3706481333,0.3117709209,-0.9331680725,0.07691468704,0.6694954493,0.2130614518,-1.244899599,3.450752652,1.193246601
5056,2.111494129,-2.825859769,0.3664992357,0.324988565,-0.9116966835,0.1084273188,0.6799635072,0.2208514081,-1.236136765,3.457655486,1.162036094
5057,2.111494129,-2.825859769,0.3664992357,0.324988565,-0.9116966835,0.1084273188,0.6799635072,0.2208514081,-1.236136765,3.457655486,1.162036094
5058,2.093772279,-2.795768388,0.3410967634,0.336679033,-0.9223534353,0.09294364988,0.6735089145,0.1947366748,-1.215796019,3.471971014,1.15100429
5059,2.078105197,-2.806717209,0.3174621125,0.313190293,-0.9368251289,0.08464374514,0.6784524263,0.2087104779,-1.20095678,3.476285321,1.129299693
5060,2.078105197,-2.806717209,0.3174621125,0.313190293,-0.9368251289,0.08464374514,0.6784524263,0.2087104779,-1.20095678,3.476285321,1.129299693
5061,2.072377014,-2.808407159,0.3136394354,0.2894164706,-0.9190643426,0.08574176435,0.6930158976,0.1808005376,-1.172438847,3.450497168,1.126695226
5062,2.099218088,-2.801248877,0.3005095363,0.3062241418,-0.9174681412,0.06425958863,0.6993348858,0.200800085,-1.157048743,3.456448722,1.112371112
5063,2.099218088,-2.801248877,0.3005095363,0.3062241418,-0.9174681412,0.06425958863,0.6993348858,0.200800085,-1.157048743,3.456448722,1.112371112
5064,2.109414802,-2.806454185,0.2614676437,0.2743961942,-0.937238238,0.05539197287,0.7185707443,0.1993698215,-1.173078287,3.449036296,1.139580418
5065,2.109414802,-2.806454185,0.2614676437,0.2743961942,-0.937238238,0.05539197287,0.7185707443,0.1993698215,-1.173078287,3.449036296,1.139580418
5066,2.107606711,-2.811143133,0.2438017212,0.2667248077,-0.9526263467,0.03043116025,0.7191717656,0.192127243,-1.150846228,3.446907229,1.116891171
5067,2.10017396,-2.819635348,0.2334157964,0.2764040759,-0.9528561574,0.06804503897,0.7147233502,0.1823292456,-1.16465478,3.430485757,1.138555008
5068,2.102947259,-2.825008584,0.2066665608,0.2761698419,-0.9447865351,0.0581550437,0.7171921872,0.1906425579,-1.153138762,3.437404234,1.123556295
5069,2.105918114,-2.815640576,0.234661911,0.2956756909,-0.9624191607,0.05780838914,0.7102505409,0.185062798,-1.160340439,3.43651254,1.131733582
5070,2.12197936,-2.805053545,0.2339324564,0.2955576564,-0.9855591736,0.05086785062,0.7201585589,0.1740132776,-1.169452121,3.437553657,1.122808195
5071,2.093326695,-2.800934387,0.2478325832,0.3117144866,-0.9849499125,0.05760143826,0.7234532642,0.1659406086,-1.14994408,3.453210453,1.126902196
5072,2.047164502,-2.810998764,0.2460139452,0.3445868297,-1.023254793,0.06396028691,0.7112831093,0.1894143145,-1.172944839,3.464758307,1.134687924
5073,2.03133165,-2.794701169,0.2458282169,0.3609205778,-1.015250854,0.07265735825,0.7202969124,0.1922997365,-1.192508154,3.461516297,1.114230762
5074,2.03133165,-2.794701169,0.2458282169,0.3609205778,-1.015250854,0.07265735825,0.7202969124,0.1922997365,-1.192508154,3.461516297,1.114230762
5075,2.03133165,-2.794701169,0.2458282169,0.3609205778,-1.015250854,0.07265735825,0.7202969124,0.1922997365,-1.192508154,3.461516297,1.114230762
5076,2.026911921,-2.802171745,0.2443788173,0.3559018008,-0.9954912459,0.05204490972,0.7284961616,0.1893821219,-1.216447936,3.439853948,1.118212075
5077,2.040068595,-2.826941985,0.2451566488,0.3641072546,-0.9768544674,0.04676979875,0.7300964753,0.2092701159,-1.247573903,3.405320959,1.108822892
5078,2.01979717,-2.830315149,0.2718995521,0.3778615571,-0.9742416127,0.03028010324,0.7242834726,0.2014131034,-1.236904266,3.413767204,1.107295779
5079,2.01979717,-2.830315149,0.2718995521,0.3778615571,-0.9742416127,0.03028010324,0.7242834726,0.2014131034,-1.236904266,3.413767204,1.107295779
5080,2.01979717,-2.830315149,0.2718995521,0.3778615571,-0.9742416127,0.03028010324,0.7242834726,0.2014131034,-1.236904266,3.413767204,1.107295779
5081,2.031580052,-2.834313468,0.2728698624,0.3632316501,-0.9540546591,0.01946978147,0.7339006535,0.1965687373,-1.221180351,3.414222771,1.077275324
5082,2.025396155,-2.813198086,0.2907505574,0.3620116777,-0.945915695,0.03702547268,0.7378821975,0.1968086985,-1.249621932,3.40524945,1.105493673
5083,2.009198934,-2.795149744,0.2980393577,0.3543730959,-0.9525400437,0.02293669202,0.7267481914,0.204358581,-1.259736914,3.403013382,1.093962106
5084,2.009790005,-2.773935892,0.2893314413,0.3320080835,-0.9287623256,-0.004226077074,0.7227320053,0.2196802658,-1.245874728,3.401602976,1.086809885
5085,2.023604993,-2.776678624,0.3177526456,0.3350013668,-0.9129706477,0.01919786021,0.7260911398,0.2299409359,-1.262923512,3.416485091,1.081273575
5086,2.023222361,-2.790776214,0.3227945259,0.3610141462,-0.9023561798,0.04000747002,0.7013697546,0.2188973359,-1.253059024,3.392042255,1.06914077
5087,1.981785458,-2.806930603,0.3098676582,0.3485691988,-0.8958056425,0.03092765792,0.7197983096,0.2038346228,-1.247695029,3.392826512,1.068357153
5088,1.982149545,-2.815090405,0.3067983829,0.3446168627,-0.9067043766,0.03446454525,0.7127233317,0.2406377334,-1.24458531,3.386633743,1.052748739
5089,1.960979854,-2.848882585,0.3140561205,0.3372815378,-0.956235525,0.04775189085,0.7158794415,0.2231421192,-1.253390338,3.395272182,1.049853875
5090,1.925845908,-2.848965937,0.3048191055,0.3256785441,-0.9564581866,0.03291517652,0.7357278201,0.2050152181,-1.26691455,3.392367885,1.039419292
5091,1.925845908,-2.848965937,0.3048191055,0.3256785441,-0.9564581866,0.03291517652,0.7357278201,0.2050152181,-1.26691455,3.392367885,1.039419292
5092,1.925845908,-2.848965937,0.3048191055,0.3256785441,-0.9564581866,0.03291517652,0.7357278201,0.2050152181,-1.26691455,3.392367885,1.039419292
5093,1.928776751,-2.837358243,0.3218730579,0.2985146296,-0.9458371882,0.03683770633,0.7460018633,0.1799182123,-1.276042633,3.395585571,1.013661613
5094,1.928776751,-2.837358243,0.3218730579,0.2985146296,-0.9458371882,0.03683770633,0.7460018633,0.1799182123,-1.276042633,3.395585571,1.013661613
5095,1.965145574,-2.847856766,0.3372833463,0.2995730595,-0.9509428191,0.02255096678,0.758850002,0.1917492793,-1.299105256,3.380051618,1.024902616
5096,1.965145574,-2.847856766,0.3372833463,0.2995730595,-0.9509428191,0.02255096678,0.758850002,0.1917492793,-1.299105256,3.380051618,1.024902616
5097,1.965145574,-2.847856766,0.3372833463,0.2995730595,-0.9509428191,0.02255096678,0.758850002,0.1917492793,-1.299105256,3.380051618,1.024902616
5098,1.997566077,-2.866285106,0.3420257069,0.2820183714,-0.9698996952,-0.01813614743,0.7283824079,0.2070631027,-1.265261112,3.362990569,1.032701428
5099,1.997566077,-2.866285106,0.3420257069,0.2820183714,-0.9698996952,-0.01813614743,0.7283824079,0.2070631027,-1.265261112,3.362990569,1.032701428
5100,1.996684982,-2.865348866,0.3163912655,0.2787954742,-0.9682248331,-0.04209129883,0.7052449097,0.1995898224,-1.259522484,3.395434642,1.055086037
5101,2.031064302,-2.897693313,0.3219074381,0.3076397445,-0.9678208316,-0.04408090969,0.7152545524,0.1907891359,-1.276415142,3.401527618,1.053259509
5102,2.047347175,-2.888460232,0.3164114144,0.2992265185,-0.9625350184,-0.08267590254,0.7045578205,0.1929032057,-1.27666838,3.39616723,1.061531207
5103,2.040465682,-2.915497984,0.2968013378,0.3048970883,-0.948489403,-0.08944177039,0.6872392005,0.1603997752,-1.260313186,3.386437138,1.05508718
5104,2.040465682,-2.915497984,0.2968013378,0.3048970883,-0.948489403,-0.08944177039,0.6872392005,0.1603997752,-1.260313186,3.386437138,1.05508718
5105,2.067936701,-2.916089239,0.2942513273,0.3231944393,-0.9517157501,-0.0942013143,0.7094548589,0.1543141923,-1.252954408,3.372711735,1.064764072
5106,2.095139012,-2.944202214,0.3009957487,0.3407174985,-0.9419556265,-0.09156965351,0.6845634077,0.1495478217,-1.248872468,3.368343301,1.053380107
5107,2.095139012,-2.944202214,0.3009957487,0.3407174985,-0.9419556265,-0.09156965351,0.6845634077,0.1495478217,-1.248872468,3.368343301,1.053380107
5108,2.089687954,-2.934757824,0.287777704,0.3423549285,-0.9455936445,-0.0978516483,0.6686901516,0.1751239177,-1.248955491,3.367282716,1.083029392
5109,2.084775462,-2.956060724,0.2936791553,0.3566061242,-0.9271933195,-0.0815204527,0.6536146169,0.1832143793,-1.246141997,3.366622858,1.082438568
5110,2.061240867,-2.961854593,0.2748001737,0.3279423992,-0.9021028331,-0.08776722575,0.6297528495,0.200024732,-1.236661128,3.36713515,1.052562161
5111,2.054701419,-2.945387273,0.2649476518,0.3024498703,-0.8866976742,-0.07017464946,0.6438862961,0.1854929136,-1.236825211,3.361577804,1.049686101
5112,2.065334829,-2.968852171,0.2589896499,0.2715858464,-0.8744305955,-0.07041155984,0.6333225999,0.1591709054,-1.243574614,3.358104477,1.056982638
5113,2.089923049,-2.968943927,0.2698344261,0.239213934,-0.909317298,-0.09345731693,0.6224214301,0.1377332015,-1.264855136,3.386424047,1.074549573
5114,2.094952435,-2.99053969,0.2630593942,0.2351526176,-0.9059731478,-0.09084374117,0.6134402418,0.1291596035,-1.263951369,3.356120763,1.101494667
5115,2.099337794,-3.006469461,0.2457156158,0.2466441962,-0.9226168438,-0.08780845507,0.609713898,0.143128668,-1.277254644,3.341936157,1.11280742
5116,2.094866198,-2.991917496,0.262975692,0.2350991909,-0.935663755,-0.07312520836,0.6162133976,0.1390069795,-1.284575427,3.386607404,1.09381723
5117,2.099796666,-3.008002053,0.2472036274,0.2465878161,-0.9439125141,-0.08656281791,0.6313227492,0.1555141546,-1.304446361,3.385589963,1.084989183
5118,2.079690736,-3.005293569,0.2010782114,0.2429746308,-0.9530793781,-0.08260010672,0.6133827327,0.1528685518,-1.317938071,3.390135997,1.104046666
5119,2.072198103,-3.002111862,0.2190494113,0.2401143877,-0.9181855624,-0.06813312413,0.6253374715,0.1677239979,-1.328507536,3.362017768,1.096010358
5120,2.072198103,-3.002111862,0.2190494113,0.2401143877,-0.9181855624,-0.06813312413,0.6253374715,0.1677239979,-1.328507536,3.362017768,1.096010358
5121,2.069271617,-2.972418973,0.2490558078,0.2322591578,-0.9248165522,-0.0822193766,0.6155842026,0.1725838136,-1.331172008,3.35195295,1.089104302
5122,2.073408902,-2.942964617,0.2381355019,0.235545399,-0.9215455611,-0.0599695065,0.6111937997,0.1627365033,-1.333915127,3.365488882,1.099087716
5123,2.072385766,-2.956447621,0.2360643086,0.2152728011,-0.9232512605,-0.06068204886,0.6086206842,0.1479120869,-1.348195758,3.351234588,1.0925885
5124,2.072385766,-2.956447621,0.2360643086,0.2152728011,-0.9232512605,-0.06068204886,0.6086206842,0.1479120869,-1.348195758,3.351234588,1.0925885
5125,2.068132219,-2.953954148,0.2507219283,0.217056735,-0.9034957842,-0.05022537185,0.6386447201,0.1507292618,-1.36119392,3.385592704,1.102270549
5126,2.068132219,-2.953954148,0.2507219283,0.217056735,-0.9034957842,-0.05022537185,0.6386447201,0.1507292618,-1.36119392,3.385592704,1.102270549
5127,2.068132219,-2.953954148,0.2507219283,0.217056735,-0.9034957842,-0.05022537185,0.6386447201,0.1507292618,-1.36119392,3.385592704,1.102270549
5128,2.068132219,-2.953954148,0.2507219283,0.217056735,-0.9034957842,-0.05022537185,0.6386447201,0.1507292618,-1.36119392,3.385592704,1.102270549
5129,2.078084565,-2.957937229,0.2603142687,0.2235929763,-0.8969633719,-0.03902864319,0.6295321629,0.1479233374,-1.365851677,3.376347088,1.109218055
5130,2.07407006,-2.994939431,0.3036734048,0.2167999538,-0.9152447888,-0.0463690881,0.6401049069,0.1448271889,-1.357718288,3.383280118,1.112013506
5131,2.047183744,-3.005107197,0.3107945639,0.2275116052,-0.8919020235,-0.03174517327,0.6511036794,0.164578921,-1.360814524,3.398899561,1.110563519
5132,2.047183744,-3.005107197,0.3107945639,0.2275116052,-0.8919020235,-0.03174517327,0.6511036794,0.164578921,-1.360814524,3.398899561,1.110563519
5133,2.018617886,-3.036409293,0.3012158557,0.2350351208,-0.8998344337,-0.01969339284,0.6412351728,0.1479955719,-1.386727949,3.381408833,1.127162532
5134,2.006114149,-3.041940529,0.332187251,0.2470427227,-0.9231619065,-0.01661576942,0.6220028258,0.1243325552,-1.370781529,3.391468664,1.14435574
5135,2.006114149,-3.041940529,0.332187251,0.2470427227,-0.9231619065,-0.01661576942,0.6220028258,0.1243325552,-1.370781529,3.391468664,1.14435574
5136,2.006114149,-3.041940529,0.332187251,0.2470427227,-0.9231619065,-0.01661576942,0.6220028258,0.1243325552,-1.370781529,3.391468664,1.14435574
5137,2.006114149,-3.041940529,0.332187251,0.2470427227,-0.9231619065,-0.01661576942,0.6220028258,0.1243325552,-1.370781529,3.391468664,1.14435574
5138,1.98812464,-3.027650359,0.334334174,0.2732287477,-0.9441031313,-0.04176447942,0.617768881,0.1334095755,-1.393603426,3.394762583,1.161433336
5139,1.98812464,-3.027650359,0.334334174,0.2732287477,-0.9441031313,-0.04176447942,0.617768881,0.1334095755,-1.393603426,3.394762583,1.161433336
5140,2.009832999,-3.018646834,0.3045965418,0.2688635708,-0.9308679649,-0.05870170004,0.6020368872,0.1554338472,-1.396850716,3.396236982,1.155730128
5141,1.99599026,-3.020433082,0.3252638267,0.2446599717,-0.9523300585,-0.03768717846,0.5939125713,0.1577245839,-1.404629621,3.381056911,1.166961053
5142,2.000869958,-3.044989529,0.3336367653,0.2438822533,-0.945831849,-0.02783780366,0.6173030414,0.1664666183,-1.383198707,3.374429077,1.165925211
5143,1.998846071,-3.045125667,0.3364128768,0.2109217313,-0.923990882,-0.01301073819,0.5914150506,0.1362569846,-1.423854166,3.376818437,1.158761886
5144,1.997394981,-3.034509737,0.3293645937,0.2217686379,-0.9148884864,-0.01224597208,0.59482737,0.1295995836,-1.417337857,3.349406094,1.160476164
5145,2.008834634,-3.012368054,0.3496185803,0.2034700895,-0.9114020237,0.02601194689,0.6177031999,0.1092904036,-1.360661369,3.358160646,1.161960143
5146,2.008834634,-3.012368054,0.3496185803,0.2034700895,-0.9114020237,0.02601194689,0.6177031999,0.1092904036,-1.360661369,3.358160646,1.161960143
5147,2.008834634,-3.012368054,0.3496185803,0.2034700895,-0.9114020237,0.02601194689,0.6177031999,0.1092904036,-1.360661369,3.358160646,1.161960143
5148,2.008834634,-3.012368054,0.3496185803,0.2034700895,-0.9114020237,0.02601194689,0.6177031999,0.1092904036,-1.360661369,3.358160646,1.161960143
5149,2.003461966,-3.057934862,0.3499499603,0.2289498116,-0.9330859398,0.03031581766,0.6214036109,0.1082858494,-1.359879678,3.345372507,1.167573317
5150,2.003461966,-3.057934862,0.3499499603,0.2289498116,-0.9330859398,0.03031581766,0.6214036109,0.1082858494,-1.359879678,3.345372507,1.167573317
5151,1.99925275,-3.047552696,0.3779564267,0.228854555,-0.9407832208,0.02759418576,0.612245033,0.1080088255,-1.351847897,3.343683264,1.140485447
5152,1.990702921,-3.014921457,0.3874527847,0.2173498712,-0.9457645378,0.01537914849,0.5939727398,0.09682294442,-1.364438048,3.333557912,1.180361202
5153,1.990702921,-3.014921457,0.3874527847,0.2173498712,-0.9457645378,0.01537914849,0.5939727398,0.09682294442,-1.364438048,3.333557912,1.180361202
5154,2.029730243,-3.034181687,0.3707745243,0.2004934278,-0.9776225385,0.01150003956,0.5936326576,0.1071323169,-1.368005626,3.315402148,1.181844172
5155,2.01433116,-3.043474573,0.376836901,0.2001510219,-0.9723011611,0.0008830369024,0.6123449227,0.1176659902,-1.363112394,3.303299193,1.180150219
5156,2.001598347,-3.055923772,0.3661527795,0.1866766263,-0.9738077012,0.001280007911,0.6092245307,0.1197585851,-1.371305788,3.300364317,1.189964496
5157,2.034267404,-3.063063124,0.3847839012,0.1937958082,-0.9583394443,0.001280803583,0.6064765199,0.09751449634,-1.361077051,3.283803437,1.157730531
5158,2.034267404,-3.063063124,0.3847839012,0.1937958082,-0.9583394443,0.001280803583,0.6064765199,0.09751449634,-1.361077051,3.283803437,1.157730531
5159,2.034267404,-3.063063124,0.3847839012,0.1937958082,-0.9583394443,0.001280803583,0.6064765199,0.09751449634,-1.361077051,3.283803437,1.157730531
5160,2.034267404,-3.063063124,0.3847839012,0.1937958082,-0.9583394443,0.001280803583,0.6064765199,0.09751449634,-1.361077051,3.283803437,1.157730531
5161,2.002012682,-3.05328153,0.3900259911,0.1903318114,-0.9466117748,0.007241434409,0.5921524191,0.08512900848,-1.338045567,3.290906036,1.131660759
5162,2.025803349,-3.068030555,0.3898142474,0.2017947464,-0.9507667484,0.01295707989,0.5976220821,0.09794586425,-1.330475599,3.27746183,1.10327807
5163,2.035183126,-3.036835009,0.3925028524,0.2245582518,-0.9663892051,0.0144968439,0.5945917247,0.07651272244,-1.341487722,3.268951479,1.109607915
5164,1.995741321,-3.047745312,0.3903049152,0.2428119756,-0.9936222454,-0.0006634691862,0.5906251646,0.08118347137,-1.344811385,3.270070471,1.107203376
5165,1.970333285,-3.068799659,0.3928414211,0.2539016199,-0.977053115,0.003266412503,0.6002058226,0.06449475367,-1.356362944,3.258430178,1.088660327
5166,1.963589313,-3.098449995,0.3601298779,0.2392815764,-0.9837064821,0.01101549226,0.5803271411,0.04335535001,-1.372500149,3.258964369,1.095154017
5167,1.963589313,-3.098449995,0.3601298779,0.2392815764,-0.9837064821,0.01101549226,0.5803271411,0.04335535001,-1.372500149,3.258964369,1.095154017
5168,1.976978433,-3.121875522,0.3670973049,0.2466999106,-0.9880382225,-0.00773079219,0.5750180583,0.05048956457,-1.388362077,3.213231268,1.098401293
5169,1.988667635,-3.107845693,0.359904062,0.2571704674,-0.9590920527,-0.01471432522,0.5572210641,0.05111121367,-1.383350242,3.206817369,1.099532908
5170,1.991836337,-3.105568175,0.3476659126,0.2272217362,-0.9512796619,-0.002991952221,0.5541634758,0.05874541433,-1.394219968,3.233655571,1.081834443
5171,2.013687153,-3.13085767,0.3230418593,0.2630399522,-0.9370860951,-0.01692851136,0.5709386489,0.06427924991,-1.367882417,3.234006254,1.091372792
5172,2.013687153,-3.13085767,0.3230418593,0.2630399522,-0.9370860951,-0.01692851136,0.5709386489,0.06427924991,-1.367882417,3.234006254,1.091372792
5173,2.025734683,-3.119959328,0.2983110311,0.2803432072,-0.9464466165,-0.0381802788,0.5912620197,0.0549886594,-1.362927855,3.228480902,1.102749126
5174,2.019738347,-3.135644433,0.2629294184,0.2851105798,-0.9416437761,-0.04394772036,0.5892677208,0.07862680043,-1.387378701,3.220415192,1.108048452
5175,2.017906446,-3.146488118,0.2786988748,0.290527073,-0.9403259803,-0.05592835778,0.5951218707,0.06142021009,-1.381595023,3.21846636,1.111146906
5176,2.024572545,-3.152769903,0.2712292977,0.2525357718,-0.9296081277,-0.04418498765,0.6054307565,0.02870527707,-1.36776857,3.231398352,1.108459854
5177,2.042670453,-3.138554626,0.2783674232,0.2231414438,-0.9245850735,-0.04123581129,0.5691366172,0.01353826426,-1.338088441,3.241280666,1.133831886
