"Respondent","brand2","brand3","brand4","brand5","price2","price3","price4","price5"
94,0.7055122365,0.7947245225,0.5930901637,0.9103612263,0.4416525516,0.4928528525,0.5308015512,0.5329139424
96,0.8391120099,0.8928524876,0.6998815574,0.8612103145,0.4413587607,0.5369143075,0.5566335682,0.5397539376
97,0.7259967357,0.8678834958,0.6687931484,0.9011151796,0.4454665009,0.5009720805,0.5252041214,0.4921992885
103,0.7336485748,0.8192111421,0.7011670941,0.8384435856,0.452809278,0.5050149728,0.5289490821,0.5215914546
111,0.9098279818,0.9416156441,0.7003841161,1.029757075,0.4826642696,0.5625754053,0.6124665732,0.5688692909
116,0.8797191873,0.9838485967,0.6121909947,0.9468201134,0.4829827775,0.543137134,0.556142432,0.5416988468
117,0.8194976998,0.7761126022,0.6339536805,0.8542182099,0.4667549937,0.4885672822,0.4833613038,0.4824380981
124,0.8179704089,0.8880162476,0.629871339,0.9594110435,0.4768762065,0.5543781513,0.5817592258,0.5364602505
128,0.831192196,0.8307665014,0.6025701947,0.9709189407,0.4731832346,0.5235944633,0.5478754466,0.5507801896
135,0.8788097528,0.842039119,0.6723678303,0.895908161,0.4459487918,0.4931651576,0.5361865911,0.5065867511
136,0.7617583106,0.8367322203,0.6141702559,0.9798785409,0.4703885075,0.4939919783,0.5166507203,0.5067469476
137,0.7346600023,0.7477935853,0.6575304859,0.9185375055,0.4081216903,0.4820112702,0.5534935267,0.5538464959
139,0.8046388174,0.8378322664,0.589468012,0.8773978592,0.4651489379,0.5293392444,0.5387637337,0.5271478842
140,0.8514087168,0.7392305436,0.6220768737,0.9219362741,0.4320440292,0.5107756484,0.5510415329,0.5237083504
142,0.7206699944,0.7786971903,0.6055142841,0.9708442658,0.4567853821,0.5153178644,0.5422770043,0.5422885158
147,0.7921191421,0.8279738383,0.628155213,0.8956073101,0.4354461017,0.5150333986,0.5356802784,0.5131526043
149,0.7991538733,0.7893748258,0.7379995472,0.7395783857,0.4952910873,0.5002795794,0.5025319683,0.4887876146
152,0.7819798564,0.8731893209,0.6205949816,0.9039314785,0.5186423685,0.5299966793,0.5599864516,0.527457078
155,0.8209044918,0.7648115301,0.6858925702,0.9301372611,0.4414590884,0.5205806607,0.5663722052,0.5133371716
156,0.7844169009,0.7121510005,0.6124258898,0.88841409,0.4694672141,0.4913451362,0.5656273516,0.5459163009
162,0.7829404977,0.8262035234,0.7196421343,0.8124020126,0.457030164,0.5579933987,0.53073631,0.4947315624
165,0.8976307674,0.7718078568,0.7036793787,0.8717015038,0.4524513993,0.5486961898,0.5723402659,0.5777194843
169,0.8409345958,0.9183566183,0.6639891631,0.9369377244,0.5247433947,0.5704416885,0.5907706091,0.5210350278
170,0.8275019742,0.8213003684,0.6471495481,0.8588201585,0.4189650427,0.5421497949,0.5369741812,0.5158919899
171,0.8226638632,0.913949613,0.6927860254,0.8747183492,0.4814572576,0.5689216274,0.5678730515,0.5120019347
172,0.8527225866,0.8796719532,0.6837822196,0.9287829881,0.5145861275,0.556554498,0.5785334083,0.5266653417
177,0.7539138674,0.769603701,0.6710078781,1.064986414,0.4467752263,0.5368224907,0.5535818413,0.5624161439
180,0.8398124432,0.7345784823,0.6608558135,0.8811440315,0.442366463,0.5189033178,0.5678262864,0.5712128617
184,0.8194415303,0.7990965543,0.6469825701,0.9452001584,0.5030439263,0.5267446589,0.6081117379,0.5815542103
185,0.8519993575,0.8718769517,0.6581252577,1.061930278,0.5063376147,0.5486731671,0.5613343226,0.5271352208
191,0.7609737211,0.6850541774,0.7100943069,1.07505048,0.4222578771,0.5141347843,0.5808706321,0.5523450678
192,0.795053609,0.8402161575,0.6482602663,0.7948543348,0.4398771225,0.5386891242,0.5442369456,0.5290595893
193,0.8711038821,0.7285472774,0.7883732505,0.8689935911,0.4337047212,0.4893519132,0.5407953238,0.5320569303
194,0.7651055914,0.8133017173,0.6070752568,0.8824585224,0.4097375081,0.4837709237,0.4844973535,0.4879453318
198,0.8555987052,0.7883443069,0.5947504211,0.9585252769,0.4655441606,0.5142109785,0.550743345,0.5699009274
200,0.9374720973,0.8618076999,0.7286904214,0.9186798079,0.4456652524,0.5054778683,0.5501517801,0.5435125994
201,0.7768382954,0.7327785778,0.6345581275,0.9593689227,0.4471371365,0.5203954865,0.5883015059,0.5633106564
203,0.8629142465,0.7957458958,0.6033267966,0.9037206011,0.4753154295,0.5289882079,0.5365452703,0.5333815337
207,0.8582983502,0.7531226708,0.6844372456,0.8404329582,0.4285363316,0.488884382,0.5104326832,0.4938012447
208,0.8536728932,0.7239641805,0.6826711952,0.8911017649,0.4301886078,0.4956256801,0.5042844073,0.5141768235
209,0.7100496095,0.7842423104,0.6874847135,1.019799571,0.4611341469,0.5393309816,0.5607741028,0.5636339182
218,0.8018901648,0.9254433255,0.6773226233,0.8998314707,0.5191689357,0.5671014814,0.5857664671,0.5563706637
219,0.9170725916,0.7818604719,0.6569990846,0.9978342733,0.4911141962,0.5246536664,0.5912254416,0.6131929262
220,0.7831791492,0.9743670658,0.6317840649,1.045351789,0.4669125936,0.5715622401,0.549697224,0.5357817972
221,0.7554692042,0.8472561687,0.7927358893,0.8646733851,0.4698665392,0.5648881862,0.5943409367,0.5485114205
222,0.8104105674,0.7554340887,0.679566937,0.9092209571,0.47720948,0.5260845577,0.5235306044,0.4897294697
223,0.7932236526,0.8477341762,0.5867660387,0.8548423751,0.4819806641,0.50652913,0.5266889045,0.5180423292
224,0.8667891737,0.7990583258,0.7003018195,0.8471226117,0.4844726483,0.5562448375,0.6038074989,0.5598498685
225,0.7099034422,0.7701834091,0.6409805072,0.9208368434,0.4631056869,0.5050238119,0.529949835,0.514496568
230,0.7485482708,0.9070852895,0.7014030969,0.7316161827,0.457582666,0.5584353034,0.5421340579,0.5099612899
232,0.879696479,0.787540406,0.6379369695,0.8307841971,0.4713577675,0.536762299,0.5575820064,0.4980407202
243,0.8029288177,0.9374328432,0.6478650392,0.8577213945,0.4665647439,0.5447511654,0.5587611723,0.5166522416
245,0.8422649053,0.7636817107,0.7040028833,0.835231514,0.4172289306,0.5178703198,0.56165409,0.545172231
247,0.7757064955,0.7934008379,0.7237849671,1.026750116,0.4495146851,0.5296113072,0.5660744157,0.5494508559
248,0.8445767518,0.7442239913,0.6627332471,0.8211272282,0.4244336179,0.5019916941,0.5449199668,0.5271014926
249,0.7980794846,0.8163015041,0.6131120255,0.8374350065,0.454002848,0.5120464407,0.5618984737,0.5237697721
261,0.7691844003,0.8965438406,0.6284654308,0.8670889644,0.4256771361,0.5037262342,0.5436588804,0.5367526937
262,0.8053534489,0.8785942772,0.6080373115,0.8871924369,0.4404779956,0.544047439,0.5118443556,0.4732853746
263,0.8033256212,0.8267390895,0.604310257,1.04661455,0.4391866346,0.5326132097,0.5926598509,0.527210985
265,0.7766474359,0.7724720002,0.6710198631,0.907058228,0.4554582938,0.4877483827,0.5080189098,0.478560948
267,0.7924582603,0.8331893115,0.6799090817,0.9033170346,0.4760411012,0.5166312931,0.5769255286,0.5567865748
268,0.7452486805,0.8980748594,0.5834845244,0.9681926868,0.4390736989,0.5175413022,0.5047573844,0.5294337396
269,0.807394737,0.8848543969,0.6501158595,0.8573076238,0.4264900681,0.505654103,0.5703907261,0.5376047228
274,0.8367862198,0.8052793351,0.6303373104,0.9517215006,0.4640096575,0.5397551995,0.5608682456,0.5435252733
280,0.7202918167,0.7753644439,0.6983548379,0.8531508409,0.4434299468,0.5108933524,0.5332149855,0.5254560186
281,0.8335843806,0.9163068683,0.6197178887,0.9133034432,0.4583797481,0.5208587964,0.5272570197,0.5197232451
282,0.7329996143,0.6390475215,0.716914209,0.7861751051,0.4430510782,0.4869711716,0.5292533534,0.5322327614
284,0.6627319838,0.7948306982,0.6660053051,1.056309106,0.4357811012,0.5606425647,0.5735372643,0.5204945614
288,0.8157540723,0.799543456,0.6599647918,0.7607750076,0.4410003984,0.5255957099,0.5295693527,0.5123548608
291,0.8453095761,0.9417280467,0.6226954823,0.8438425811,0.4782686056,0.566245341,0.566031503,0.5290614193
296,0.7212467348,0.8220028521,0.6511888487,0.9141120634,0.4977627263,0.5610361726,0.5384922052,0.5182516822
298,0.6849382621,0.7392215384,0.7752634268,0.9170979364,0.4334091301,0.5452782243,0.5992724438,0.5828360407
302,0.800413169,0.9167956401,0.6316598705,0.8146062599,0.4949513775,0.5531038098,0.5531618386,0.5457097591
304,0.7178108044,0.8063794548,0.5566317237,0.8541289961,0.4651164568,0.5073818743,0.5122853986,0.4992408146
308,0.8479343438,0.8434270588,0.6680102658,0.7093552163,0.4461739372,0.5340142126,0.5303231214,0.522354331
315,0.7552413442,0.8211427685,0.6322256673,0.9129962308,0.4379712732,0.5068913509,0.503254501,0.4520206683
318,0.7239841327,0.7759499427,0.6269401772,0.9340797745,0.448389554,0.4886899504,0.5063669335,0.4813375118
319,0.8196272732,0.9355868707,0.6187497925,0.9481647854,0.4635926638,0.5214847954,0.5494694589,0.4869545984
320,0.8058383542,0.8012562877,0.7610168853,0.7948297793,0.4519604153,0.5328071234,0.538468701,0.5048691142
326,0.7416871505,0.8222680474,0.6098570041,0.7890538005,0.4647121972,0.5152969071,0.5200108737,0.4806440717
329,0.7472639653,0.7247528178,0.6395130046,0.7763875855,0.444080911,0.4874512839,0.55139837,0.4984714901
330,0.7735167315,0.6794264025,0.6099195044,0.8940420059,0.4686245317,0.5037297249,0.4995918974,0.4901121597
336,0.8134970586,0.8878297932,0.635114152,0.9714700633,0.4465775996,0.5212770694,0.5732821812,0.549889859
338,0.8542100909,0.8965260224,0.5666128111,0.9361129698,0.4937831651,0.5695341265,0.5694241785,0.5379581574
342,0.8604663569,0.7759610469,0.6850211686,0.9733489657,0.4659236465,0.5155587366,0.5369337338,0.5103628929
346,0.8868575392,1.004196676,0.6980009125,1.025364134,0.4763921673,0.5180760132,0.551999453,0.5472078611
348,0.756823008,0.7279217763,0.7085698592,0.8931753489,0.4598828112,0.5333798194,0.5412205374,0.5057189111
349,0.9554174802,0.7439778083,0.7849284523,0.9740582384,0.474796223,0.5543436181,0.6015176589,0.5751762705
353,0.8066935939,0.7813807456,0.6032670221,0.789105038,0.4602886186,0.5161448999,0.5263980365,0.5319392852
356,0.8643340635,0.7226473225,0.6552107383,0.7721919757,0.4332805957,0.4493259181,0.4733255044,0.4906205322
360,0.7984381849,0.7898523137,0.6466660277,1.056855393,0.4840024155,0.5360004859,0.5438758149,0.5362173256
361,0.7071686144,0.808128652,0.567985723,0.771151818,0.4242221825,0.4516496425,0.4764135204,0.4691786903
364,0.8428171776,0.7740651264,0.5971860682,0.8842168824,0.445424615,0.4727162934,0.4806417573,0.4957722432
370,0.868848188,0.8723589399,0.7330509275,0.8292197568,0.4756489355,0.5065517702,0.5410028427,0.5414956896
373,0.7541328254,0.8641144454,0.5883633432,0.9543727523,0.4406290159,0.5345420632,0.549103967,0.5533250333
379,0.8125868299,0.795774329,0.7741478975,0.8249257373,0.4665151699,0.554568687,0.6014137014,0.5473194827
380,0.8168452969,0.7223531801,0.6277992434,1.016047155,0.4407061657,0.5088962349,0.496163126,0.4998646449
382,0.8966005416,0.8328281447,0.6872462835,0.9049564933,0.4555155667,0.5044296536,0.5409397953,0.5351590018
384,0.7744234828,0.8839714676,0.6270461714,0.8632224049,0.4650549023,0.4936621706,0.5047325934,0.5162688124
386,0.805034144,0.8414124516,0.6186543719,0.9376598768,0.4528483838,0.5115973275,0.5426945096,0.5402391871
390,0.9211243334,0.7738211855,0.636285604,0.8304295313,0.475994888,0.5396909769,0.5346739962,0.5159312757
396,0.8603061455,0.7919303714,0.6786600929,0.9366856542,0.4393782829,0.5217495923,0.5485691581,0.541076238
397,0.8265889078,0.8000291668,0.6815274968,1.0364993,0.4759363344,0.5591204266,0.6287661699,0.600425937
398,0.8235942424,0.7940815148,0.6494998269,0.8422902402,0.4544444889,0.5002485422,0.5786721391,0.5507912694
405,0.817366846,0.96932948,0.7246744457,0.9648755766,0.4479439848,0.5201760133,0.5635579494,0.5606809675
406,0.7727183328,0.7822043787,0.5954902756,0.8401858165,0.4380672321,0.479106213,0.5275619493,0.5173951906
412,0.8330716407,0.8923997307,0.6346090315,0.9197646751,0.4882461581,0.5408138377,0.5718729045,0.5760320293
415,0.7086410673,0.8141999107,0.6353399422,1.007519851,0.4800005618,0.5782905918,0.5942749984,0.5595310535
418,0.7388387419,0.6839173649,0.5678382778,0.9494540457,0.5055412137,0.5032063797,0.5194788973,0.4897407432
421,0.834423603,0.8887643239,0.7074279479,0.844423534,0.4938530412,0.5169916912,0.5491815878,0.5268028673
433,0.8855322478,0.8298306706,0.6901345195,0.8862665579,0.4309216044,0.5112189121,0.5417468083,0.5192104246
440,0.6587016975,0.8752471267,0.5676960895,1.014153032,0.4577434758,0.5042800889,0.4997505815,0.5136752933
442,0.7866453968,0.7482309327,0.6428640938,0.8392397322,0.4560913172,0.5340594533,0.553175108,0.5483795824
443,0.8341765569,0.8554710831,0.6104599501,0.957548876,0.4539809856,0.5354478895,0.5407382342,0.4893561275
444,0.7448410467,0.838531767,0.7278036491,0.9693781935,0.480806215,0.509338396,0.5459500424,0.5299838538
445,0.7005733085,0.8879243879,0.7446925319,1.016989324,0.4469160406,0.5229028111,0.5371086798,0.5465375497
448,0.8420618882,0.9618218151,0.7071155786,0.9964275384,0.4586906262,0.5264155862,0.5411565269,0.5159612457
451,0.7922534111,0.7260132652,0.6776210536,0.7726518195,0.4583471981,0.5008108832,0.4949229697,0.5097000044
452,0.849109791,0.8494016019,0.5982543228,0.9178402711,0.4463291685,0.4699498555,0.5349968565,0.5359595093
453,0.7957441635,0.8506069626,0.690090473,0.8446700256,0.4616863962,0.5397460485,0.5793386817,0.5489545061
456,0.8561357021,0.7843237382,0.6525141292,0.9034175258,0.4542574669,0.4903857549,0.4919368452,0.4964173878
460,0.8177664126,0.8367045502,0.6221415918,0.9513147167,0.5346918355,0.540202882,0.5431598501,0.5612408823
463,0.7838600719,0.8742918477,0.6516215223,0.9031501004,0.4621862261,0.5138119531,0.5252573292,0.5441474367
464,0.7443211521,0.7159819469,0.6765199932,0.8487253439,0.4663709592,0.5649982626,0.5756202816,0.542342639
465,0.8670724613,0.8450484676,0.7031746164,0.8663282391,0.4209372674,0.5510577871,0.5482946732,0.5355554947
469,0.7950962937,0.8137262028,0.7381770886,0.9232793035,0.4350081138,0.5401259442,0.6091638011,0.5855377049
470,0.8216164803,0.8073680014,0.6522875174,0.9070217504,0.456274746,0.5597059723,0.5812157535,0.572701225
472,0.8004244185,0.8677416909,0.6484784393,0.8521061049,0.4810461855,0.5239601764,0.5226805238,0.5228431818
475,0.8581284566,0.7550220379,0.7024312607,0.9107194657,0.4499923366,0.5247668546,0.5867516032,0.5719975713
478,0.8620817138,0.9396160293,0.6445306776,0.9061449218,0.4730767542,0.5054646113,0.534926716,0.5051899507
480,0.7045264558,0.749207978,0.7299627004,0.8097342376,0.4987365712,0.5389755648,0.5633393823,0.5702722309
481,0.7620810732,0.8426321382,0.6032546513,1.011756441,0.4618067317,0.522505642,0.5437521192,0.5211416775
488,0.898626259,0.8493265536,0.6531354045,0.8221984226,0.4313788002,0.5240548154,0.5635107746,0.5226641021
491,0.8490313686,0.6951852131,0.5275082695,0.9678428787,0.4586572313,0.5394585387,0.5627425883,0.5230485512
495,0.9218767668,0.8864563377,0.7385737856,0.9840083536,0.5016559278,0.5759718311,0.6131409566,0.5675653164
498,0.7782116112,0.6790838848,0.7327331026,1.052975447,0.473968646,0.5646492153,0.5828570423,0.6072811591
501,0.8375161254,0.8369453399,0.5971853205,0.9976613526,0.4571607224,0.5228390621,0.5519206738,0.5286601483
504,0.8811870484,0.7780747337,0.6583357404,0.9957747798,0.43696617,0.505644981,0.5081565591,0.4977591628
507,0.8407153677,0.758127669,0.7015629268,0.831768009,0.4181004986,0.533822779,0.5354248014,0.5022646641
509,0.6773634857,0.7145636397,0.6193246146,0.9782471959,0.4163987527,0.4731264661,0.5160830606,0.5068307786
510,0.7102834354,0.7236317406,0.6595410292,0.8675747007,0.4410001924,0.5245324218,0.5586132592,0.5261836527
512,0.8257788685,0.8144988512,0.633797956,0.8917907882,0.4592768498,0.5281795857,0.5667496063,0.5509562729
515,0.7765790677,0.7658520656,0.6599963379,0.9241478004,0.4646054576,0.5313286546,0.5752417791,0.566809173
516,0.8243964249,0.8466881902,0.5713435098,0.9344999799,0.4196142216,0.4889345276,0.5053973604,0.4875969731
517,0.7685429831,0.9675981959,0.6060590433,0.8810600277,0.4829153969,0.5804202927,0.6403147972,0.5831833811
519,0.8685905673,1.006964042,0.6932327494,1.025156817,0.4738388662,0.51844078,0.5902988356,0.6075237654
520,0.8803988774,0.8336411615,0.6047951885,0.986682856,0.4910473713,0.5228878043,0.5909087766,0.5418743409
521,0.8385181512,0.9170785621,0.6908198899,0.9051122675,0.4858861176,0.5463041546,0.5761681614,0.5497484727
524,0.7026358293,0.7772069789,0.6082576723,0.9134303052,0.4101440368,0.4596700773,0.4598601366,0.4500183258
526,0.8206883557,0.7906864965,0.7004107911,0.8602843425,0.4525878405,0.5385705387,0.5606906845,0.5975723283
533,0.9049742889,0.8229815153,0.578531433,0.8467424102,0.4875998504,0.5131069833,0.5414373308,0.5308093032
539,0.9348553085,0.8011950577,0.7633462293,0.920729816,0.4865822055,0.553823964,0.5753917122,0.6175174629
540,0.7590920197,0.658847318,0.6849845576,0.9484415403,0.4626503857,0.4850548825,0.5128498646,0.5254039802
543,0.726396663,0.726772661,0.5763809441,0.8250494949,0.4504030669,0.5010211029,0.5351447192,0.5053750109
546,0.8240116101,0.8385772287,0.6582683683,0.9366053639,0.4437678319,0.5231214973,0.5245857229,0.498638306
548,0.8087397302,0.8120915663,0.5856160887,0.9390862,0.4819016597,0.5298452896,0.5631569124,0.5182805497
551,0.8821270943,0.8703802072,0.7335527592,0.7802257274,0.4339457648,0.4898171087,0.5264679124,0.5208582248
553,0.7482367665,0.8275837724,0.6549267227,0.8563856626,0.4295379773,0.502587613,0.5044718305,0.5046758116
555,0.7516664029,0.8405069832,0.6255870399,0.7975315749,0.4479642843,0.5506742936,0.6010875034,0.5990355248
556,0.8068608179,0.8240414898,0.6260760761,0.8427090764,0.4476644038,0.4888912234,0.4869235828,0.4864856959
559,0.8460818805,0.7672558983,0.6292320306,0.9142151894,0.4906608629,0.5060788872,0.532389642,0.543927683
561,0.7773838922,0.7695329711,0.7118492562,0.8820848602,0.4546137378,0.5010314644,0.5653349345,0.5210105211
566,0.7943449148,0.855861992,0.6344362714,0.9400612959,0.4668020781,0.5088328487,0.5472608564,0.5507969711
569,0.8539897744,0.8142676198,0.7566939479,0.9445646045,0.4699236051,0.540433172,0.5620436183,0.5477427005
572,0.8219660174,0.7811202375,0.7375938141,0.8754727548,0.4494561825,0.5381413101,0.5686610016,0.5682546938
582,0.7552560759,0.7043133255,0.6375185054,0.9770902448,0.4586359839,0.5352939367,0.5700622204,0.5482541376
584,0.8753056415,0.810184735,0.6771307401,0.9818403082,0.4605019186,0.5052780976,0.5327455001,0.5149270557
586,0.7387800083,0.7543902507,0.6839578706,0.9215066225,0.4627390589,0.554852603,0.5736232887,0.5559888789
587,0.7784590316,0.7757455949,0.6437489466,0.9338526036,0.4696184339,0.499637353,0.5102793539,0.5343420024
595,0.8451706118,0.893510154,0.7072415842,0.8729160382,0.4719660582,0.5554270658,0.5263559333,0.4880788276
600,0.8038279119,0.7799222243,0.7634421246,0.8272196583,0.4745594791,0.5082708004,0.5484518181,0.5330471991
601,0.7705853915,0.792279647,0.6656843398,0.8548815516,0.4572025527,0.5099671653,0.5219151064,0.5147520777
605,0.8850530984,0.8833476082,0.7343307458,0.9140645998,0.4576192895,0.5480329062,0.5516318665,0.4927389651
606,0.8605785764,0.9073206309,0.6361442747,0.9831525838,0.4838536812,0.5588515512,0.5857682906,0.5651853678
610,0.9115854997,0.8689564432,0.6267815798,0.9393131849,0.4651318864,0.5409654551,0.5678631979,0.5569281961
617,0.7957736304,0.7941624202,0.7011462053,0.8751627996,0.4644860137,0.5463873435,0.6139259384,0.5769920771
618,0.822255917,0.8366390952,0.6814848588,0.8048269324,0.4640776813,0.5231786188,0.5550532408,0.5089275778
